FAWN Station,TIMESTAMP,Rain_in,Irrig_in,RainIrr_in,rainIrr_mm
Live Oak,5/15/2019,0,,0,0
Live Oak,5/16/2019,0,,0,0
Live Oak,5/17/2019,0,,0,0
Live Oak,5/18/2019,0,,0,0
Live Oak,5/19/2019,0,,0,0
Live Oak,5/20/2019,0,,0,0
Live Oak,5/21/2019,0,,0,0
Live Oak,5/22/2019,0,,0,0
Live Oak,5/23/2019,0,,0,0
Live Oak,5/24/2019,0,,0,0
Live Oak,5/25/2019,0,,0,0
Live Oak,5/26/2019,0,,0,0
Live Oak,5/27/2019,0,,0,0
Live Oak,5/28/2019,0.44,,0.44,11.176
Live Oak,5/29/2019,0,,0,0
Live Oak,5/30/2019,0,,0,0
Live Oak,5/31/2019,0,,0,0
Live Oak,6/1/2019,0,,0,0
Live Oak,6/2/2019,0,,0,0
Live Oak,6/3/2019,0,,0,0
Live Oak,6/4/2019,0.06,,0.06,1.524
Live Oak,6/5/2019,0,,0,0
Live Oak,6/6/2019,0,,0,0
Live Oak,6/7/2019,0.5,,0.5,12.7
Live Oak,6/8/2019,0.26,,0.26,6.604
Live Oak,6/9/2019,0.75,,0.75,19.05
Live Oak,6/10/2019,0.34,,0.34,8.636
Live Oak,6/11/2019,0.89,,0.89,22.606
Live Oak,6/12/2019,1.46,,1.46,37.084
Live Oak,6/13/2019,0.09,,0.09,2.286
Live Oak,6/14/2019,0,,0,0
Live Oak,6/15/2019,0,,0,0
Live Oak,6/16/2019,0,,0,0
Live Oak,6/17/2019,0.31,,0.31,7.874
Live Oak,6/18/2019,0.23,,0.23,5.842
Live Oak,6/19/2019,0.19,,0.19,4.826
Live Oak,6/20/2019,0.23,,0.23,5.842
Live Oak,6/21/2019,0,,0,0
Live Oak,6/22/2019,0,,0,0
Live Oak,6/23/2019,0,,0,0
Live Oak,6/24/2019,0,,0,0
Live Oak,6/25/2019,0,,0,0
Live Oak,6/26/2019,0,,0,0
Live Oak,6/27/2019,0,,0,0
Live Oak,6/28/2019,0,,0,0
Live Oak,6/29/2019,0.35,,0.35,8.89
Live Oak,6/30/2019,0.01,,0.01,0.254
Live Oak,7/1/2019,0,,0,0
Live Oak,7/2/2019,0,,0,0
Live Oak,7/3/2019,0.64,,0.64,16.256
Live Oak,7/4/2019,1.31,,1.31,33.274
Live Oak,7/5/2019,1.26,,1.26,32.004
Live Oak,7/6/2019,0.06,,0.06,1.524
Live Oak,7/7/2019,0.09,,0.09,2.286
Live Oak,7/8/2019,0.02,,0.02,0.508
Live Oak,7/9/2019,0.36,,0.36,9.144
Live Oak,7/10/2019,0.91,,0.91,23.114
Live Oak,7/11/2019,0,,0,0
Live Oak,7/12/2019,0.71,,0.71,18.034
Live Oak,7/13/2019,0,,0,0
Live Oak,7/14/2019,0,,0,0
Live Oak,7/15/2019,0,,0,0
Live Oak,7/16/2019,0,,0,0
Live Oak,7/17/2019,0.01,,0.01,0.254
Live Oak,7/18/2019,0,0.5,0.5,12.7
Live Oak,7/19/2019,1.16,,1.16,29.464
Live Oak,7/20/2019,0.02,,0.02,0.508
Live Oak,7/21/2019,0.01,,0.01,0.254
Live Oak,7/22/2019,0.01,,0.01,0.254
Live Oak,7/23/2019,0.06,,0.06,1.524
Live Oak,7/24/2019,0.56,,0.56,14.224
Live Oak,7/25/2019,0,,0,0
Live Oak,7/26/2019,0.37,,0.37,9.398
Live Oak,7/27/2019,0,,0,0
Live Oak,7/28/2019,0,,0,0
Live Oak,7/29/2019,0,,0,0
Live Oak,7/30/2019,0,,0,0
Live Oak,7/31/2019,0,0.6,0.6,15.24
Live Oak,8/1/2019,1.46,,1.46,37.084
Live Oak,8/2/2019,0,,0,0
Live Oak,8/3/2019,0,,0,0
Live Oak,8/4/2019,0,,0,0
Live Oak,8/5/2019,0.08,,0.08,2.032
Live Oak,8/6/2019,0,,0,0
Live Oak,8/7/2019,0.15,,0.15,3.81
Live Oak,8/8/2019,0,,0,0
Live Oak,8/9/2019,0,,0,0
Live Oak,8/10/2019,0,,0,0
Live Oak,8/11/2019,0.68,,0.68,17.272
Live Oak,8/12/2019,0.31,,0.31,7.874
Live Oak,8/13/2019,0,,0,0
Live Oak,8/14/2019,0.08,,0.08,2.032
Live Oak,8/15/2019,0.29,,0.29,7.366
Live Oak,8/16/2019,0.02,,0.02,0.508
Live Oak,8/17/2019,0.2,,0.2,5.08
Live Oak,8/18/2019,0.33,,0.33,8.382
Live Oak,8/19/2019,1.83,,1.83,46.482
Live Oak,8/20/2019,0.01,,0.01,0.254
Live Oak,8/21/2019,0,,0,0
Live Oak,8/22/2019,0,,0,0
Live Oak,8/23/2019,0,,0,0
Live Oak,8/24/2019,0,,0,0
Live Oak,8/25/2019,0.13,,0.13,3.302
Live Oak,8/26/2019,0.15,,0.15,3.81
Live Oak,8/27/2019,0.24,,0.24,6.096
Live Oak,8/28/2019,0.01,,0.01,0.254
Live Oak,8/29/2019,0,,0,0
Live Oak,8/30/2019,0,0.5,0.5,12.7
Live Oak,8/31/2019,0.44,,0.44,11.176
Live Oak,9/1/2019,0.1,,0.1,2.54
Live Oak,9/2/2019,0.02,,0.02,0.508
Live Oak,9/3/2019,0.16,,0.16,4.064
Live Oak,9/4/2019,0.01,,0.01,0.254
Live Oak,9/5/2019,0,,0,0
Live Oak,9/6/2019,0,0.5,0.5,12.7
Live Oak,9/7/2019,0,,0,0
Live Oak,9/8/2019,0,,0,0
Live Oak,9/9/2019,0,0.5,0.5,12.7
Live Oak,9/10/2019,0,,0,0
Live Oak,9/11/2019,0,,0,0
Live Oak,9/12/2019,0,,0,0
Live Oak,9/13/2019,0,0.5,0.5,12.7
Live Oak,9/14/2019,0,,0,0
Live Oak,9/15/2019,0,,0,0
Live Oak,9/16/2019,0.02,0.5,0.52,13.208
Live Oak,9/17/2019,0,,0,0
Live Oak,9/18/2019,0,,0,0
Live Oak,9/19/2019,0,,0,0
Live Oak,9/20/2019,0,,0,0
Live Oak,9/21/2019,0,,0,0
Live Oak,9/22/2019,0,0.5,0.5,12.7
Live Oak,9/23/2019,0,,0,0
Live Oak,9/24/2019,0,,0,0
Live Oak,9/25/2019,0,0.5,0.5,12.7
Live Oak,9/26/2019,0,,0,0
Live Oak,9/27/2019,0,,0,0
Live Oak,9/28/2019,0,0.5,0.5,12.7
Live Oak,9/29/2019,0,,0,0
Live Oak,9/30/2019,0,,0,0
Live Oak,10/1/2019,0,,0,0
Live Oak,10/2/2019,0,,0,0
Live Oak,10/3/2019,0,,0,0
Live Oak,10/4/2019,0,,0,0
Live Oak,10/5/2019,0,,0,0
Live Oak,10/6/2019,0,,0,0
Live Oak,10/7/2019,0.07,,0.07,1.778
Live Oak,10/8/2019,0,,0,0
Live Oak,10/9/2019,0,,0,0
Live Oak,10/10/2019,0,,0,0
Live Oak,10/11/2019,0,,0,0
Live Oak,10/12/2019,0,,0,0
Live Oak,10/13/2019,0,,0,0
Live Oak,10/14/2019,0,,0,0
Live Oak,10/15/2019,0.28,,0.28,7.112
Live Oak,10/16/2019,0.58,,0.58,14.732
Live Oak,10/17/2019,0,,0,0
Live Oak,10/18/2019,0.06,,0.06,1.524
Live Oak,10/19/2019,0.39,,0.39,9.906
Live Oak,10/20/2019,0,,0,0
Live Oak,10/21/2019,0.1,,0.1,2.54
Live Oak,10/22/2019,0.64,,0.64,16.256
Live Oak,10/23/2019,0,,0,0
Live Oak,10/24/2019,0,,0,0
Live Oak,10/25/2019,0,,0,0
Live Oak,10/26/2019,0,,0,0
Live Oak,10/27/2019,0.5,,0.5,12.7
Live Oak,10/28/2019,0,,0,0
Live Oak,10/29/2019,0.41,,0.41,10.414
Live Oak,10/30/2019,0.01,,0.01,0.254
Live Oak,10/31/2019,0,,0,0
Live Oak,11/1/2019,0,,0,0
Live Oak,11/2/2019,0,,0,0
Live Oak,11/3/2019,0,,0,0
Live Oak,11/4/2019,0,,0,0
Live Oak,11/5/2019,0,,0,0
Live Oak,11/6/2019,0,,0,0
Live Oak,11/7/2019,0,,0,0
Live Oak,11/8/2019,0.11,,0.11,2.794
Live Oak,11/9/2019,0.01,,0.01,0.254
Live Oak,11/10/2019,0,,0,0
Live Oak,11/11/2019,0,,0,0
Live Oak,11/12/2019,0.05,,0.05,1.27
Live Oak,11/13/2019,0,,0,0
Live Oak,11/14/2019,2.2,,2.2,55.88
Live Oak,11/15/2019,1.35,,1.35,34.29
Live Oak,11/16/2019,0.01,,0.01,0.254
Live Oak,11/17/2019,0,,0,0
Live Oak,11/18/2019,0,,0,0
Live Oak,11/19/2019,0,,0,0
Live Oak,11/20/2019,0,,0,0
Live Oak,11/21/2019,0,,0,0
Live Oak,11/22/2019,0,,0,0
Live Oak,11/23/2019,0,,0,0
Live Oak,11/24/2019,0,,0,0
Live Oak,11/25/2019,0,,0,0
Live Oak,11/26/2019,0,,0,0
Live Oak,11/27/2019,0,,0,0
Live Oak,11/28/2019,0,,0,0
Live Oak,11/29/2019,0,,0,0
Live Oak,11/30/2019,0,,0,0
Live Oak,12/1/2019,0,,0,0
Live Oak,12/2/2019,0,,0,0
Live Oak,12/3/2019,0,,0,0
Live Oak,12/4/2019,0,,0,0
Live Oak,12/5/2019,0,,0,0
Live Oak,12/6/2019,0,,0,0
Live Oak,12/7/2019,0,,0,0
Live Oak,12/8/2019,0,,0,0
Live Oak,12/9/2019,0,,0,0
Live Oak,12/10/2019,0,,0,0
Live Oak,12/11/2019,0.06,,0.06,1.524
Live Oak,12/12/2019,0.08,,0.08,2.032
Live Oak,12/13/2019,0.34,,0.34,8.636
Live Oak,12/14/2019,0.21,,0.21,5.334
Live Oak,12/15/2019,0,,0,0
Live Oak,12/16/2019,0,,0,0
Live Oak,12/17/2019,0.74,,0.74,18.796
Live Oak,12/18/2019,0.01,,0.01,0.254
Live Oak,12/19/2019,0,,0,0
Live Oak,12/20/2019,0,,0,0
Live Oak,12/21/2019,0,,0,0
Live Oak,12/22/2019,1.09,,1.09,27.686
Live Oak,12/23/2019,0.06,,0.06,1.524
Live Oak,12/24/2019,0,,0,0
Live Oak,12/25/2019,0,,0,0
Live Oak,12/26/2019,0,,0,0
Live Oak,12/27/2019,0,,0,0
Live Oak,12/28/2019,0.04,,0.04,1.016
Live Oak,12/29/2019,0.16,,0.16,4.064
Live Oak,12/30/2019,0.1,,0.1,2.54
Live Oak,12/31/2019,0,,0,0
Live Oak,1/1/2020,0,,0,0
Live Oak,1/2/2020,0,,0,0
Live Oak,1/3/2020,0,,0,0
Live Oak,1/4/2020,1.06,,1.06,26.924
Live Oak,1/5/2020,0,,0,0
Live Oak,1/6/2020,0.01,,0.01,0.254
Live Oak,1/7/2020,0,,0,0
Live Oak,1/8/2020,0,,0,0
Live Oak,1/9/2020,0,,0,0
Live Oak,1/10/2020,0,,0,0
Live Oak,1/11/2020,0,,0,0
Live Oak,1/12/2020,0,,0,0
Live Oak,1/13/2020,0,,0,0
Live Oak,1/14/2020,0,,0,0
Live Oak,1/15/2020,0,,0,0
Live Oak,1/16/2020,0,,0,0
Live Oak,1/17/2020,0,,0,0
Live Oak,1/18/2020,0,,0,0
Live Oak,1/19/2020,0.01,,0.01,0.254
Live Oak,1/20/2020,0,,0,0
Live Oak,1/21/2020,0,,0,0
Live Oak,1/22/2020,0,,0,0
Live Oak,1/23/2020,0,,0,0
Live Oak,1/24/2020,0.02,,0.02,0.508
Live Oak,1/25/2020,0,,0,0
Live Oak,1/26/2020,0,,0,0
Live Oak,1/27/2020,0,,0,0
Live Oak,1/28/2020,0,,0,0
Live Oak,1/29/2020,0.04,,0.04,1.016
Live Oak,1/30/2020,0,,0,0
Live Oak,1/31/2020,0.02,,0.02,0.508
Live Oak,2/1/2020,0,,0,0
Live Oak,2/2/2020,0,,0,0
Live Oak,2/3/2020,0,,0,0
Live Oak,2/4/2020,0,,0,0
Live Oak,2/5/2020,0,,0,0
Live Oak,2/6/2020,1.01,,1.01,25.654
Live Oak,2/7/2020,0,,0,0
Live Oak,2/8/2020,0,,0,0
Live Oak,2/9/2020,0,,0,0
Live Oak,2/10/2020,0,,0,0
Live Oak,2/11/2020,0,,0,0
Live Oak,2/12/2020,0,,0,0
Live Oak,2/13/2020,0.24,,0.24,6.096
Live Oak,2/14/2020,0.13,,0.13,3.302
Live Oak,2/15/2020,0,,0,0
Live Oak,2/16/2020,1.21,,1.21,30.734
Live Oak,2/17/2020,0.03,,0.03,0.762
Live Oak,2/18/2020,0,,0,0
Live Oak,2/19/2020,0,,0,0
Live Oak,2/20/2020,0.28,,0.28,7.112
Live Oak,2/21/2020,0.02,,0.02,0.508
Live Oak,2/22/2020,0,,0,0
Live Oak,2/23/2020,0,,0,0
Live Oak,2/24/2020,0,,0,0
Live Oak,2/25/2020,2.3,,2.3,58.42
Live Oak,2/26/2020,0.4,,0.4,10.16
Live Oak,2/27/2020,0,,0,0
Live Oak,2/28/2020,0,,0,0
Live Oak,2/29/2020,0,,0,0
Live Oak,3/1/2020,0,,0,0
Live Oak,3/2/2020,0,,0,0
Live Oak,3/3/2020,0,,0,0
Live Oak,3/4/2020,0,,0,0
Live Oak,3/5/2020,0.05,,0.05,1.27
Live Oak,3/6/2020,0,,0,0
Live Oak,3/7/2020,0,,0,0
Live Oak,3/8/2020,0,,0,0
Live Oak,3/9/2020,0,,0,0
Live Oak,3/10/2020,0.03,,0.03,0.762
Live Oak,3/11/2020,0,,0,0
Live Oak,3/12/2020,0,,0,0
Live Oak,3/13/2020,0,,0,0
Live Oak,3/14/2020,0,,0,0
Live Oak,3/15/2020,0,,0,0
Live Oak,3/16/2020,0.05,,0.05,1.27
Live Oak,3/17/2020,0.03,,0.03,0.762
Live Oak,3/18/2020,0,,0,0
Live Oak,3/19/2020,0,,0,0
Live Oak,3/20/2020,0,,0,0
Live Oak,3/21/2020,0,,0,0
Live Oak,3/22/2020,0,,0,0
Live Oak,3/23/2020,0,,0,0
Live Oak,3/24/2020,0,,0,0
Live Oak,3/25/2020,0,,0,0
Live Oak,3/26/2020,0,,0,0
Live Oak,3/27/2020,0,,0,0
Live Oak,3/28/2020,0,,0,0
Live Oak,3/29/2020,0,,0,0
Live Oak,3/30/2020,0,,0,0
Live Oak,3/31/2020,0.45,,0.45,11.43
Live Oak,4/1/2020,0,,0,0
Live Oak,4/2/2020,0,,0,0
Live Oak,4/3/2020,0,,0,0
Live Oak,4/4/2020,0,,0,0
Live Oak,4/5/2020,0,,0,0
Live Oak,4/6/2020,0,,0,0
Live Oak,4/7/2020,0,,0,0
Live Oak,4/8/2020,0.09,,0.09,2.286
Live Oak,4/9/2020,0,,0,0
Live Oak,4/10/2020,0,,0,0
Live Oak,4/11/2020,0,,0,0
Live Oak,4/12/2020,0,,0,0
Live Oak,4/13/2020,1.2,,1.2,30.48
Live Oak,4/14/2020,0.36,,0.36,9.144
Live Oak,4/15/2020,2.03,,2.03,51.562
Live Oak,4/16/2020,0.01,,0.01,0.254
Live Oak,4/17/2020,0,,0,0
Live Oak,4/18/2020,0.53,,0.53,13.462
Live Oak,4/19/2020,0,,0,0
Live Oak,4/20/2020,0.5,,0.5,12.7
Live Oak,4/21/2020,0,,0,0
Live Oak,4/22/2020,0,,0,0
Live Oak,4/23/2020,0.58,,0.58,14.732
Live Oak,4/24/2020,0.52,,0.52,13.208
Live Oak,4/25/2020,0,,0,0
Live Oak,4/26/2020,0,,0,0
Live Oak,4/27/2020,0,,0,0
Live Oak,4/28/2020,0,,0,0
Live Oak,4/29/2020,0,,0,0
Live Oak,4/30/2020,0.4,,0.4,10.16
Live Oak,5/1/2020,0,,0,0
Live Oak,5/2/2020,0,,0,0
Live Oak,5/3/2020,0,,0,0
Live Oak,5/4/2020,0,,0,0
Live Oak,5/5/2020,0,,0,0
Live Oak,5/6/2020,0,,0,0
Live Oak,5/7/2020,0,,0,0
Live Oak,5/8/2020,0,,0,0
Live Oak,5/9/2020,0,,0,0
Live Oak,5/10/2020,0,,0,0
Live Oak,5/11/2020,0,,0,0
Live Oak,5/12/2020,0,,0,0
Live Oak,5/13/2020,0,,0,0
Live Oak,5/14/2020,0,,0,0
Live Oak,5/15/2020,0,0.5,0.5,12.7
Live Oak,5/16/2020,0,,0,0
Live Oak,5/17/2020,0,,0,0
Live Oak,5/18/2020,0,,0,0
Live Oak,5/19/2020,0.01,,0.01,0.254
Live Oak,5/20/2020,0.24,,0.24,6.096
Live Oak,5/21/2020,0,,0,0
Live Oak,5/22/2020,0,,0,0
Live Oak,5/23/2020,0.53,,0.53,13.462
Live Oak,5/24/2020,0,,0,0
Live Oak,5/25/2020,0.24,,0.24,6.096
Live Oak,5/26/2020,0.02,,0.02,0.508
Live Oak,5/27/2020,0.03,,0.03,0.762
Live Oak,5/28/2020,0.26,,0.26,6.604
Live Oak,5/29/2020,0.01,,0.01,0.254
Live Oak,5/30/2020,0,,0,0
Live Oak,5/31/2020,0.01,,0.01,0.254
Live Oak,6/1/2020,0,,0,0
Live Oak,6/2/2020,0,,0,0
Live Oak,6/3/2020,0,,0,0
Live Oak,6/4/2020,0,,0,0
Live Oak,6/5/2020,0.2,,0.2,5.08
Live Oak,6/6/2020,0.53,,0.53,13.462
Live Oak,6/7/2020,8.08,,8.08,205.232
Live Oak,6/8/2020,0.03,,0.03,0.762
Live Oak,6/9/2020,0.68,,0.68,17.272
Live Oak,6/10/2020,0,,0,0
Live Oak,6/11/2020,1.89,,1.89,48.006
Live Oak,6/12/2020,1.18,,1.18,29.972
Live Oak,6/13/2020,0.01,,0.01,0.254
Live Oak,6/14/2020,0,,0,0
Live Oak,6/15/2020,0,,0,0
Live Oak,6/16/2020,0,,0,0
Live Oak,6/17/2020,0,,0,0
Live Oak,6/18/2020,0,,0,0
Live Oak,6/19/2020,0,,0,0
Live Oak,6/20/2020,0,,0,0
Live Oak,6/21/2020,0,,0,0
Live Oak,6/22/2020,0,,0,0
Live Oak,6/23/2020,0.22,,0.22,5.588
Live Oak,6/24/2020,0,,0,0
Live Oak,6/25/2020,0,,0,0
Live Oak,6/26/2020,0,,0,0
Live Oak,6/27/2020,0.13,,0.13,3.302
Live Oak,6/28/2020,0,,0,0
Live Oak,6/29/2020,0,,0,0
Live Oak,6/30/2020,2.1,,2.1,53.34
Live Oak,7/1/2020,0.01,,0.01,0.254
Live Oak,7/2/2020,0,,0,0
Live Oak,7/3/2020,0.64,,0.64,16.256
Live Oak,7/4/2020,0.01,,0.01,0.254
Live Oak,7/5/2020,0.01,,0.01,0.254
Live Oak,7/6/2020,0.8,,0.8,20.32
Live Oak,7/7/2020,0.21,,0.21,5.334
Live Oak,7/8/2020,0,,0,0
Live Oak,7/9/2020,0,,0,0
Live Oak,7/10/2020,0.66,,0.66,16.764
Live Oak,7/11/2020,0.64,,0.64,16.256
Live Oak,7/12/2020,0,,0,0
Live Oak,7/13/2020,0,,0,0
Live Oak,7/14/2020,0,0.59,0.59,14.986
Live Oak,7/15/2020,0,,0,0
Live Oak,7/16/2020,0.01,,0.01,0.254
Live Oak,7/17/2020,0.91,,0.91,23.114
Live Oak,7/18/2020,0,,0,0
Live Oak,7/19/2020,0,,0,0
Live Oak,7/20/2020,0,,0,0
Live Oak,7/21/2020,0.72,,0.72,18.288
Live Oak,7/22/2020,0.09,,0.09,2.286
Live Oak,7/23/2020,0.08,,0.08,2.032
Live Oak,7/24/2020,0,,0,0
Live Oak,7/25/2020,0.01,,0.01,0.254
Live Oak,7/26/2020,0,,0,0
Live Oak,7/27/2020,0,0.71,0.71,18.034
Live Oak,7/28/2020,0.01,,0.01,0.254
Live Oak,7/29/2020,0.05,,0.05,1.27
Live Oak,7/30/2020,0,,0,0
Live Oak,7/31/2020,0,,0,0
Live Oak,8/1/2020,0,,0,0
Live Oak,8/2/2020,0.16,,0.16,4.064
Live Oak,8/3/2020,0,,0,0
Live Oak,8/4/2020,0,0.77,0.77,19.558
Live Oak,8/5/2020,0,,0,0
Live Oak,8/6/2020,0,,0,0
Live Oak,8/7/2020,0.17,,0.17,4.318
Live Oak,8/8/2020,0,,0,0
Live Oak,8/9/2020,0,,0,0
Live Oak,8/10/2020,1.64,,1.64,41.656
Live Oak,8/11/2020,0,,0,0
Live Oak,8/12/2020,0.01,,0.01,0.254
Live Oak,8/13/2020,1.42,,1.42,36.068
Live Oak,8/14/2020,0.01,,0.01,0.254
Live Oak,8/15/2020,0.22,,0.22,5.588
Live Oak,8/16/2020,0.41,,0.41,10.414
Live Oak,8/17/2020,0,,0,0
Live Oak,8/18/2020,0.72,,0.72,18.288
Live Oak,8/19/2020,0.06,,0.06,1.524
Live Oak,8/20/2020,0.01,,0.01,0.254
Live Oak,8/21/2020,0.01,,0.01,0.254
Live Oak,8/22/2020,0.21,,0.21,5.334
Live Oak,8/23/2020,0.58,,0.58,14.732
Live Oak,8/24/2020,0.82,,0.82,20.828
Live Oak,8/25/2020,0.01,,0.01,0.254
Live Oak,8/26/2020,0,,0,0
Live Oak,8/27/2020,0.02,,0.02,0.508
Live Oak,8/28/2020,0,,0,0
Live Oak,8/29/2020,0.72,,0.72,18.288
Live Oak,8/30/2020,0.15,,0.15,3.81
Live Oak,8/31/2020,0.26,,0.26,6.604
Live Oak,9/1/2020,0,,0,0
Live Oak,9/2/2020,0,,0,0
Live Oak,9/3/2020,0,,0,0
Live Oak,9/4/2020,0,,0,0
Live Oak,9/5/2020,0,,0,0
Live Oak,9/6/2020,0.13,,0.13,3.302
Live Oak,9/7/2020,0.01,,0.01,0.254
Live Oak,9/8/2020,0.13,,0.13,3.302
Live Oak,9/9/2020,0,,0,0
Live Oak,9/10/2020,0.21,,0.21,5.334
Live Oak,9/11/2020,0.05,,0.05,1.27
Live Oak,9/12/2020,0.05,,0.05,1.27
Live Oak,9/13/2020,1.19,,1.19,30.226
Live Oak,9/14/2020,0.14,,0.14,3.556
Live Oak,9/15/2020,0.08,,0.08,2.032
Live Oak,9/16/2020,0.34,,0.34,8.636
Live Oak,9/17/2020,0.32,,0.32,8.128
Live Oak,9/18/2020,0,,0,0
Live Oak,9/19/2020,0,,0,0
Live Oak,9/20/2020,0,,0,0
Live Oak,9/21/2020,0,,0,0
Live Oak,9/22/2020,0,,0,0
Live Oak,9/23/2020,0,,0,0
Live Oak,9/24/2020,0,,0,0
Live Oak,9/25/2020,0,,0,0
Live Oak,9/26/2020,0,,0,0
Live Oak,9/27/2020,0.34,,0.34,8.636
Live Oak,9/28/2020,0.22,,0.22,5.588
Live Oak,9/29/2020,0.65,,0.65,16.51
Live Oak,9/30/2020,0.01,,0.01,0.254
Live Oak,10/1/2020,0,,0,0
Live Oak,10/2/2020,0,,0,0
Live Oak,10/3/2020,0,,0,0
Live Oak,10/4/2020,0.03,,0.03,0.762
Live Oak,10/5/2020,0.01,,0.01,0.254
Live Oak,10/6/2020,0,,0,0
Live Oak,10/7/2020,0,,0,0
Live Oak,10/8/2020,0.41,,0.41,10.414
Live Oak,10/9/2020,0.06,,0.06,1.524
Live Oak,10/10/2020,0.02,,0.02,0.508
Live Oak,10/11/2020,0.03,,0.03,0.762
Live Oak,10/12/2020,0,,0,0
Live Oak,10/13/2020,0,,0,0
Live Oak,10/14/2020,0,,0,0
Live Oak,10/15/2020,0,,0,0
Live Oak,10/16/2020,0,,0,0
Live Oak,10/17/2020,0,,0,0
Live Oak,10/18/2020,0,,0,0
Live Oak,10/19/2020,0.02,,0.02,0.508
Live Oak,10/20/2020,0.06,,0.06,1.524
